dataset,foundational_model,adapter,n_features,n_components,is_fine_tuned,pca_in_preprocessing,use_revin,context_length,forecasting_horizon,running_time,seed,metric,value,train_size
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,123.07954788208008,31879.0,mse,2.6136330166062707,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,123.07954788208008,31879.0,mae,1.0953123588454121,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,123.07954788208008,31879.0,scaled_mse,2.034520901462356,141.0
Illness,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,24,123.07954788208008,31879.0,scaled_mae,1.0136606819927503,141.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1206.9658272266388,25822.0,mse,0.5028876187286251,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1206.9658272266388,25822.0,mae,0.47433646292530235,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1206.9658272266388,25822.0,scaled_mse,0.7731563205936707,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1206.9658272266388,25822.0,scaled_mae,0.6491828794406981,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1543.3782629966736,20214.0,mse,0.3994233598180065,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1543.3782629966736,20214.0,mae,0.4161138789963902,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1543.3782629966736,20214.0,scaled_mse,0.5645990048679154,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1543.3782629966736,20214.0,scaled_mae,0.5500488399410928,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,1665.6169548034668,29389.0,mse,0.40352533080355474,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,1665.6169548034668,29389.0,mae,0.41709426348798173,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,1665.6169548034668,29389.0,scaled_mse,0.5619713433860403,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,1665.6169548034668,29389.0,scaled_mae,0.5485929910326938,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.8393683433533,31168.0,mse,0.4866539302094099,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.8393683433533,31168.0,mae,0.46469787225197673,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.8393683433533,31168.0,scaled_mse,0.7234359539435534,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.8393683433533,31168.0,scaled_mae,0.6276598262028396,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1540.8866488933563,26092.0,mse,0.3875012784992574,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1540.8866488933563,26092.0,mae,0.4098695208865031,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1540.8866488933563,26092.0,scaled_mse,0.5559203026272207,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1540.8866488933563,26092.0,scaled_mae,0.5454289643263546,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.7134940624237,19548.0,mse,0.6205331689205532,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.7134940624237,19548.0,mae,0.5262625667075864,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.7134940624237,19548.0,scaled_mse,0.7868555130552801,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearEncoder,7,7,ft_then_supervised,False,True,512.0,96,1200.7134940624237,19548.0,scaled_mae,0.6762701081276775,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,2225.7239983081818,29289.0,mse,0.40427116965162835,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,2225.7239983081818,29289.0,mae,0.4192979791053478,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,2225.7239983081818,29289.0,scaled_mse,0.5659696073623116,8033.0
ETTh1,AutonLab/MOMENT-1-small,linearDecoder,7,7,ft_then_supervised,False,True,512.0,96,2225.7239983081818,29289.0,scaled_mae,0.5511708545516483,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1596.6213953495026,19859.0,mse,0.3981758521256504,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1596.6213953495026,19859.0,mae,0.4176497561376669,8033.0
ETTh1,AutonLab/MOMENT-1-small,dropoutLinearAE,7,7,ft_then_supervised,False,True,512.0,96,1596.6213953495026,19859.0,scaled_mse,0.5694189260755358,8033.0
